EmpID,Title,ManagerKey,BusinessUnit,Department,Division,JobFunction,EmployeeType,Classification,PayZone,State,Gender,Ethnicity,AgeBand,AgeBandSort,TenureBand,TenureBandSort,TenureYears,Performance,Rating,StartDate,ExitDate,Status,SourceStatus,StatusCheck,LeaverReason,LeaverGroup,EarlyLeaver
2354,Data Analyst,M1910,PYZ,IT/IS,Wireline Construction,Clerk,Part-Time,Full-Time,Zone C,MA,Female,White,45-54,3,Under 1 year,0,0.474,Fully Meets,2,2022-01-07,2022-06-29,Left,Active,Contradicts dates,Retirement,Retirement,Yes
2355,Data Analyst,M1911,WBL,IT/IS,Field Operations,Civil Hand,Contract,Temporary,Zone C,MA,Male,Asian,55+,4,Under 1 year,0,0.079,Fully Meets,1,2019-03-25,2019-04-23,Left,Active,Contradicts dates,Retirement,Retirement,Yes
2356,Data Analyst,M1912,NEL,IT/IS,Catv,Laborer,Part-Time,Temporary,Zone C,MA,Male,Black,55+,4,1-2 years,1,1.079,Fully Meets,4,2021-11-18,2022-12-17,Left,Active,Contradicts dates,Retirement,Retirement,No
2357,Production Manager,M1913,PL,Production,General - Con,Foreman,Contract,Temporary,Zone B,MA,Female,Black,55+,4,Under 1 year,0,0.553,Fully Meets,1,2022-12-31,2023-07-21,Left,Active,Contradicts dates,Involuntary,Involuntary,Yes
2358,Production Manager,M1914,PYZ,Production,Executive,Executive Assistant,Part-Time,Temporary,Zone B,MA,Male,Black,25-34,1,2-3 years,2,2.543,Fully Meets,4,2020-05-14,2022-11-29,Left,Active,Contradicts dates,Involuntary,Involuntary,No
2359,Production Manager,M1915,SVG,Production,Engineers,Project Manager,Full-Time,Part-Time,Zone B,MA,Female,Other,25-34,1,2-3 years,2,2.166,Fully Meets,2,2020-12-13,2023-02-12,Left,Active,Contradicts dates,Retirement,Retirement,No
2360,Production Manager,M1916,TNS,Production,Fielders,Engineer,Part-Time,Part-Time,Zone B,MA,Female,Asian,25-34,1,1-2 years,1,1.018,Fully Meets,1,2021-11-16,2022-11-23,Left,Voluntarily Terminated,Agrees with dates,Voluntary,Voluntary,No
2361,Production Manager,M1917,WBL,Production,Project Management - Con,Supervisor,Full-Time,Full-Time,Zone C,MA,Female,Asian,25-34,1,Under 1 year,0,0.594,Fully Meets,2,2022-12-01,2023-07-06,Left,Voluntarily Terminated,Agrees with dates,Involuntary,Involuntary,Yes
2362,Production Manager,M1918,BPC,Production,Field Operations,Construction Manager,Full-Time,Part-Time,Zone C,MA,Female,Asian,45-54,3,1-2 years,1,1.741,Fully Meets,2,2020-10-30,2022-07-28,Left,Active,Contradicts dates,Involuntary,Involuntary,No
2363,Production Manager,M1919,CCDR,Production,Wireline Construction,Foreman,Full-Time,Temporary,Zone C,MA,Female,Hispanic,35-44,2,1-2 years,1,1.626,Fully Meets,2,2021-02-08,2022-09-25,Left,Active,Contradicts dates,Retirement,Retirement,No
2364,Production Manager,M1920,EW,Production,Field Operations,Technician,Full-Time,Temporary,Zone A,MA,Male,Black,55+,4,3-5 years,3,4.003,Fully Meets,5,2019-08-05,,Employed,Active,Agrees with dates,,,No
2365,Production Manager,M1921,MSC,Production,Engineers,Technician,Contract,Temporary,Zone A,MA,Female,Black,55+,4,3-5 years,3,4.274,Fully Meets,1,2018-11-29,2023-03-09,Left,Terminated for Cause,Agrees with dates,Involuntary,Involuntary,No
2366,Production Manager,M1922,NEL,Production,Fielders,Engineer,Full-Time,Part-Time,Zone B,MA,Female,Asian,55+,4,2-3 years,2,2.522,Fully Meets,2,2018-11-16,2021-05-25,Left,Terminated for Cause,Agrees with dates,Retirement,Retirement,No
2367,Production Manager,M1923,PL,Production,Wireline Construction,Foreman,Contract,Part-Time,Zone C,MA,Female,Hispanic,55+,4,1-2 years,1,1.799,Fully Meets,5,2020-08-23,2022-06-11,Left,Active,Contradicts dates,Resignation,Voluntary,No
2368,President & CEO,M1924,PYZ,Production,Wireline Construction,Splicer,Full-Time,Temporary,Zone B,MA,Female,White,55+,4,2-3 years,2,2.543,Fully Meets,1,2020-08-22,2023-03-09,Left,Active,Contradicts dates,Resignation,Voluntary,No
2369,Network Engineer,M1925,SVG,Production,Field Operations,Engineer,Part-Time,Full-Time,Zone B,MA,Male,Other,35-44,2,Under 1 year,0,0.893,Fully Meets,5,2021-10-19,2022-09-10,Left,Active,Contradicts dates,Retirement,Retirement,Yes
2370,Network Engineer,M1926,TNS,Production,Field Operations,Locator,Contract,Full-Time,Zone B,MA,Male,Other,55+,4,1-2 years,1,1.771,Fully Meets,5,2020-02-21,2021-11-29,Left,Active,Contradicts dates,Retirement,Retirement,No
2371,Data Analyst,M1927,EW,Production,Field Operations,Supervisor,Contract,Temporary,Zone B,MA,Male,White,Under 25,0,Under 1 year,0,0.706,Fully Meets,1,2022-11-21,,Employed,Active,Agrees with dates,,,No
2372,Data Analyst,M1928,CCDR,Production,Field Operations,Driller,Full-Time,Part-Time,Zone A,MA,Female,Hispanic,25-34,1,2-3 years,2,2.338,Fully Meets,2,2019-08-05,2021-12-06,Left,Active,Contradicts dates,Involuntary,Involuntary,No
2373,Data Analyst,M1929,BPC,IT/IS,Catv,Foreman,Full-Time,Full-Time,Zone A,MA,Female,Other,35-44,2,1-2 years,1,1.577,Fully Meets,2,2020-11-05,2022-06-04,Left,Active,Contradicts dates,Resignation,Voluntary,No
2374,Data Analyst,M1930,WBL,IT/IS,Field Operations,Laborer,Part-Time,Part-Time,Zone A,MA,Female,Asian,55+,4,Under 1 year,0,0.706,Fully Meets,2,2021-06-12,2022-02-25,Left,Active,Contradicts dates,Retirement,Retirement,Yes
2375,Data Analyst,M1931,TNS,IT/IS,General - Con,Foreman,Contract,Full-Time,Zone B,MA,Male,Black,55+,4,3-5 years,3,4.895,Fully Meets,1,2018-09-13,,Employed,Active,Agrees with dates,,,No
2376,Production Manager,M1932,CCDR,Production,Field Operations,Technician,Full-Time,Temporary,Zone A,MA,Female,Asian,35-44,2,Under 1 year,0,0.151,Fully Meets,4,2023-04-09,2023-06-03,Left,Active,Contradicts dates,Involuntary,Involuntary,Yes
2377,Production Manager,M1933,SVG,Production,Executive,Vp,Contract,Part-Time,Zone B,MA,Male,White,55+,4,2-3 years,2,2.571,Fully Meets,4,2021-01-09,,Employed,Active,Agrees with dates,,,No
2378,Production Manager,M1934,EW,Production,Project Management - Eng,Administrative,Part-Time,Full-Time,Zone A,MA,Female,Other,55+,4,3-5 years,3,3.37,Fully Meets,2,2020-03-23,,Employed,Active,Agrees with dates,,,No
2379,Production Manager,M1935,MSC,Production,Fielders,Technician,Full-Time,Part-Time,Zone C,MA,Female,Asian,25-34,1,1-2 years,1,1.18,Fully Meets,2,2019-10-19,2020-12-23,Left,Voluntarily Terminated,Agrees with dates,Resignation,Voluntary,No
2380,Production Manager,M1936,TNS,Production,General - Con,Laborer,Full-Time,Temporary,Zone A,MA,Female,Other,55+,4,Under 1 year,0,0.025,Fully Meets,2,2023-07-02,2023-07-11,Left,Active,Contradicts dates,Retirement,Retirement,Yes
2381,Production Manager,M1937,PYZ,Production,Catv,Foreman,Part-Time,Part-Time,Zone B,MA,Female,Other,35-44,2,3-5 years,3,3.937,Fully Meets,2,2019-08-29,,Employed,Active,Agrees with dates,,,No
2382,Production Manager,M1938,WBL,Production,Catv,Laborer,Part-Time,Temporary,Zone C,MA,Male,Asian,55+,4,Under 1 year,0,0.03,Fully Meets,1,2023-07-17,2023-07-28,Left,Active,Contradicts dates,Involuntary,Involuntary,Yes
2383,Production Manager,M1939,NEL,Production,Field Operations,Laborer,Full-Time,Full-Time,Zone A,MA,Male,Asian,45-54,3,3-5 years,3,3.507,Fully Meets,4,2020-02-02,,Employed,Active,Agrees with dates,,,No
2384,Production Manager,M1940,PL,Production,Field Operations,Foreman,Full-Time,Temporary,Zone A,MA,Female,Hispanic,35-44,2,1-2 years,1,1.018,Fully Meets,5,2021-10-14,2022-10-21,Left,Terminated for Cause,Agrees with dates,Resignation,Voluntary,No
2385,Production Manager,M1941,BPC,Production,Yard (Material Handling),Associate,Contract,Part-Time,Zone A,MA,Female,Asian,55+,4,3-5 years,3,3.321,Fully Meets,2,2020-04-10,,Employed,Active,Agrees with dates,,,No
2386,Production Manager,M1942,CCDR,Production,Finance & Accounting,Administrative,Part-Time,Part-Time,Zone B,MA,Female,Black,45-54,3,3-5 years,3,4.643,Fully Meets,1,2018-12-14,,Employed,Active,Agrees with dates,,,No
2387,President & CEO,M1943,SVG,Production,Safety,Safety,Contract,Temporary,Zone C,MA,Male,Hispanic,25-34,1,Under 1 year,0,0.526,Fully Meets,1,2022-06-27,2023-01-05,Left,Active,Contradicts dates,Resignation,Voluntary,Yes
2388,Network Engineer,M1944,EW,Production,Fielders,Engineer,Contract,Temporary,Zone C,MA,Male,Other,55+,4,2-3 years,2,2.91,Fully Meets,2,2020-09-07,,Employed,Active,Agrees with dates,,,No
2389,Data Analyst,M1945,EW,Production,General - Eng,Administrative,Contract,Part-Time,Zone C,MA,Male,White,45-54,3,1-2 years,1,1.634,Fully Meets,2,2019-11-03,2021-06-22,Left,Active,Contradicts dates,Resignation,Voluntary,No
2390,Data Analyst,M1946,MSC,Production,Engineers,Coordinator,Part-Time,Part-Time,Zone C,MA,Female,Asian,55+,4,1-2 years,1,1.618,Fully Meets,1,2020-05-15,2021-12-27,Left,Active,Contradicts dates,Involuntary,Involuntary,No
2391,Data Analyst,M1947,TNS,IT/IS,Splicing,Splicer,Part-Time,Full-Time,Zone B,MA,Female,Asian,55+,4,Under 1 year,0,0.041,Fully Meets,1,2023-04-28,2023-05-13,Left,Active,Contradicts dates,Resignation,Voluntary,Yes
2392,Data Analyst,M1948,BPC,IT/IS,People Services,Services,Full-Time,Full-Time,Zone A,MA,Male,Black,55+,4,3-5 years,3,4.003,Fully Meets,1,2019-08-05,,Employed,Active,Agrees with dates,,,No
2393,Production Manager,M1949,NEL,Production,Engineers,Engineer,Full-Time,Part-Time,Zone C,MA,Female,Other,25-34,1,2-3 years,2,2.779,Fully Meets,5,2018-12-05,2021-09-15,Left,Active,Contradicts dates,Involuntary,Involuntary,No
2394,Production Manager,M1950,PL,Production,Field Operations,Laborer,Full-Time,Full-Time,Zone C,MA,Male,White,35-44,2,1-2 years,1,1.161,Fully Meets,2,2022-04-25,2023-06-23,Left,Active,Contradicts dates,Involuntary,Involuntary,No
2395,Production Manager,M1951,PYZ,Production,General - Eng,Engineer,Part-Time,Part-Time,Zone C,MA,Male,Black,35-44,2,3-5 years,3,3.655,Fully Meets,1,2019-12-10,,Employed,Active,Agrees with dates,,,No
2396,Production Manager,M1952,SVG,Production,General - Eng,Engineer,Contract,Part-Time,Zone C,MA,Female,Other,55+,4,Under 1 year,0,0.036,Fully Meets,1,2022-06-30,2022-07-13,Left,Voluntarily Terminated,Agrees with dates,Resignation,Voluntary,Yes
2397,Production Manager,M1953,TNS,Production,Field Operations,Laborer,Part-Time,Full-Time,Zone B,MA,Female,Other,25-34,1,Under 1 year,0,0.608,Fully Meets,2,2018-09-19,2019-04-29,Left,Active,Contradicts dates,Retirement,Retirement,Yes
2398,Production Manager,M1474,WBL,Production,General - Con,Foreman,Contract,Temporary,Zone C,MA,Female,White,55+,4,3-5 years,3,3.107,Fully Meets,5,2019-07-08,2022-08-16,Left,Active,Contradicts dates,Resignation,Voluntary,No
2399,Production Manager,M1954,PYZ,Production,Wireline Construction,Driver,Full-Time,Part-Time,Zone B,MA,Male,White,55+,4,Under 1 year,0,0.183,Fully Meets,4,2023-05-25,2023-07-31,Left,Active,Contradicts dates,Retirement,Retirement,Yes
2400,Production Manager,M1955,WBL,Production,General - Sga,Supervisor,Contract,Part-Time,Zone A,MA,Male,Black,55+,4,3-5 years,3,4.756,Fully Meets,2,2018-11-03,,Employed,Active,Agrees with dates,,,No
2401,Production Manager,M1956,NEL,Production,Field Operations,Technician,Full-Time,Part-Time,Zone C,MA,Female,Asian,55+,4,Under 1 year,0,0.17,Fully Meets,5,2022-11-09,2023-01-10,Left,Terminated for Cause,Agrees with dates,Resignation,Voluntary,Yes
2402,Production Manager,M1957,PL,Production,Shop (Fleet),Supervisor,Full-Time,Full-Time,Zone C,MA,Female,Black,35-44,2,Under 1 year,0,0.441,Fully Meets,2,2022-04-14,2022-09-22,Left,Terminated for Cause,Agrees with dates,Resignation,Voluntary,Yes
2403,Production Manager,M1958,BPC,Production,Finance & Accounting,Administrative,Full-Time,Temporary,Zone C,MA,Female,Hispanic,55+,4,1-2 years,1,1.977,Fully Meets,4,2020-08-06,2022-07-29,Left,Active,Contradicts dates,Retirement,Retirement,No
2404,Production Manager,M1959,CCDR,Production,General - Con,Manager,Contract,Temporary,Zone C,MA,Female,White,55+,4,Under 1 year,0,0.589,Fully Meets,2,2019-06-26,2020-01-27,Left,Active,Contradicts dates,Voluntary,Voluntary,Yes
2405,President & CEO,M1960,SVG,Production,Field Operations,Lineman,Full-Time,Part-Time,Zone B,MA,Male,White,55+,4,1-2 years,1,1.5,Fully Meets,4,2020-09-13,2022-03-15,Left,Voluntarily Terminated,Agrees with dates,Involuntary,Involuntary,No
2406,Network Engineer,M1961,EW,Production,Engineers,Technician,Part-Time,Part-Time,Zone B,MA,Male,Black,45-54,3,3-5 years,3,4.728,Fully Meets,1,2018-11-13,,Employed,Active,Agrees with dates,,,No
2407,Data Analyst,M1962,EW,Production,Finance & Accounting,Clerk,Full-Time,Temporary,Zone C,MA,Male,Other,55+,4,3-5 years,3,3.521,Fully Meets,4,2019-10-06,2023-04-14,Left,Active,Contradicts dates,Involuntary,Involuntary,No
2408,Data Analyst,M1963,MSC,IT/IS,Field Operations,Foreman,Full-Time,Part-Time,Zone B,MA,Female,Black,55+,4,1-2 years,1,1.889,Fully Meets,5,2021-09-15,,Employed,Active,Agrees with dates,,,No
2409,Data Analyst,M1964,TNS,IT/IS,Engineers,Program Manager,Full-Time,Full-Time,Zone B,MA,Female,White,25-34,1,3-5 years,3,3.496,Fully Meets,4,2020-02-06,,Employed,Active,Agrees with dates,,,No
2410,Data Analyst,M1965,PYZ,IT/IS,Engineers,Project Manager,Full-Time,Part-Time,Zone B,MA,Male,White,55+,4,Under 1 year,0,0.791,Fully Meets,2,2022-10-21,,Employed,Active,Agrees with dates,,,No
2411,Production Manager,M1966,NEL,Production,General - Con,Lineman,Part-Time,Temporary,Zone B,MA,Female,Black,25-34,1,Under 1 year,0,0.819,Fully Meets,2,2022-10-11,,Employed,Active,Agrees with dates,,,No
2412,Production Manager,M1967,PL,Production,Engineers,Engineer,Full-Time,Part-Time,Zone B,MA,Male,White,25-34,1,1-2 years,1,1.139,Fully Meets,2,2022-01-30,2023-03-22,Left,Active,Contradicts dates,Voluntary,Voluntary,No
2413,Production Manager,M1968,PYZ,Production,General - Con,Driver,Full-Time,Temporary,Zone B,MA,Female,White,55+,4,Under 1 year,0,0.203,Fully Meets,4,2022-07-27,2022-10-09,Left,Active,Contradicts dates,Resignation,Voluntary,Yes
2414,Production Manager,M1969,SVG,Production,General - Con,Laborer,Part-Time,Part-Time,Zone B,MA,Female,Asian,55+,4,1-2 years,1,1.196,Fully Meets,2,2022-05-26,,Employed,Active,Agrees with dates,,,No
2415,Production Manager,M1970,TNS,Production,Field Operations,Technician,Full-Time,Full-Time,Zone B,MA,Female,White,55+,4,1-2 years,1,1.536,Fully Meets,4,2021-02-08,2022-08-23,Left,Active,Contradicts dates,Involuntary,Involuntary,No
2416,Production Manager,M1971,WBL,Production,General - Con,Laborer,Contract,Full-Time,Zone C,MA,Male,Asian,25-34,1,1-2 years,1,1.166,Fully Meets,2,2022-06-06,,Employed,Active,Agrees with dates,,,No
2417,Production Manager,M1972,BPC,Production,Engineers,Program Manager,Contract,Full-Time,Zone C,MA,Male,White,35-44,2,2-3 years,2,2.418,Fully Meets,4,2021-02-27,2023-07-30,Left,Active,Contradicts dates,Retirement,Retirement,No
2418,Production Manager,M1973,CCDR,Production,Project Management - Con,Manager,Contract,Temporary,Zone B,MA,Male,Black,55+,4,1-2 years,1,1.268,Fully Meets,1,2022-01-26,2023-05-04,Left,Terminated for Cause,Agrees with dates,Involuntary,Involuntary,No
2419,Production Manager,M1974,EW,Production,Wireline Construction,Driver,Part-Time,Temporary,Zone A,MA,Female,White,Under 25,0,3-5 years,3,3.346,Fully Meets,2,2020-04-01,,Employed,Active,Agrees with dates,,,No
2420,Production Manager,M1975,MSC,Production,Project Management - Con,Coordinator,Contract,Full-Time,Zone B,MA,Female,White,55+,4,3-5 years,3,3.173,Fully Meets,5,2020-06-03,,Employed,Active,Agrees with dates,,,No
2421,Production Manager,M1976,NEL,Production,Engineers,Engineer,Full-Time,Part-Time,Zone C,MA,Female,Asian,35-44,2,1-2 years,1,1.708,Fully Meets,2,2021-11-20,,Employed,Active,Agrees with dates,,,No
2422,Production Manager,M1977,PL,Production,General - Con,Laborer,Part-Time,Temporary,Zone A,MA,Male,Hispanic,55+,4,Under 1 year,0,0.293,Fully Meets,2,2021-12-21,2022-04-07,Left,Voluntarily Terminated,Agrees with dates,Involuntary,Involuntary,Yes
2423,President & CEO,M1978,PYZ,Production,General - Con,Laborer,Contract,Full-Time,Zone A,MA,Male,Asian,45-54,3,3-5 years,3,4.821,Fully Meets,1,2018-10-10,,Employed,Active,Agrees with dates,,,No
2424,Network Engineer,M1979,SVG,Executive Office,Engineers,Technician,Full-Time,Full-Time,Zone C,MA,Male,Hispanic,45-54,3,2-3 years,2,2.073,Fully Meets,2,2019-02-26,2021-03-24,Left,Active,Contradicts dates,Resignation,Voluntary,No
2425,Director of Operations,M1980,MSC,Production,Wireline Construction,Driver,Contract,Full-Time,Zone C,MA,Male,Asian,35-44,2,Under 1 year,0,0.917,Fully Meets,2,2022-06-19,2023-05-20,Left,Active,Contradicts dates,Resignation,Voluntary,Yes
2426,Data Analyst,M1981,EW,Production,General - Con,Foreman,Full-Time,Part-Time,Zone C,MA,Female,White,55+,4,2-3 years,2,2.971,Fully Meets,2,2020-07-20,2023-07-10,Left,Active,Contradicts dates,Retirement,Retirement,No
2427,Data Analyst,M1982,CCDR,IT/IS,Field Operations,Top Hand,Part-Time,Full-Time,Zone C,MA,Female,Asian,55+,4,Under 1 year,0,0.257,Fully Meets,5,2020-01-17,2020-04-20,Left,Active,Contradicts dates,Voluntary,Voluntary,Yes
2428,Data Analyst,M1983,BPC,IT/IS,Yard (Material Handling),Shop,Part-Time,Temporary,Zone B,MA,Female,White,55+,4,Under 1 year,0,0.69,Fully Meets,4,2021-06-04,2022-02-11,Left,Active,Contradicts dates,Voluntary,Voluntary,Yes
2429,Production Manager,M1984,BPC,Production,Field Operations,Laborer,Part-Time,Temporary,Zone C,MA,Male,Black,Under 25,0,1-2 years,1,1.205,Fully Meets,4,2019-04-19,2020-07-02,Left,Active,Contradicts dates,Involuntary,Involuntary,No
2430,Production Manager,M1985,CCDR,Production,General - Con,Technician,Full-Time,Part-Time,Zone B,MA,Male,White,55+,4,2-3 years,2,2.092,Fully Meets,2,2018-11-17,2020-12-20,Left,Active,Contradicts dates,Voluntary,Voluntary,No
2431,Production Manager,M1986,SVG,Production,General - Con,Laborer,Contract,Full-Time,Zone A,MA,Female,Asian,55+,4,Under 1 year,0,0.838,Fully Meets,4,2022-08-18,2023-06-20,Left,Active,Contradicts dates,Resignation,Voluntary,Yes
2432,Production Manager,M1987,EW,Production,Yard (Material Handling),Shop,Contract,Full-Time,Zone C,MA,Female,Asian,55+,4,Under 1 year,0,0.2,Fully Meets,2,2023-02-10,2023-04-24,Left,Voluntarily Terminated,Agrees with dates,Retirement,Retirement,Yes
2433,Production Manager,M1988,MSC,Production,Engineers,Project Manager,Contract,Temporary,Zone C,MA,Male,White,45-54,3,2-3 years,2,2.281,Fully Meets,1,2020-04-22,2022-08-03,Left,Active,Contradicts dates,Retirement,Retirement,No
2434,Production Manager,M1989,TNS,Production,General - Con,Foreman,Part-Time,Full-Time,Zone A,MA,Male,Asian,25-34,1,Under 1 year,0,0.309,Fully Meets,5,2023-01-14,2023-05-07,Left,Active,Contradicts dates,Involuntary,Involuntary,Yes
2435,Production Manager,M1990,PYZ,Production,Engineers,Planner,Full-Time,Part-Time,Zone C,MA,Male,Other,35-44,2,Under 1 year,0,0.022,Fully Meets,2,2023-03-13,2023-03-21,Left,Terminated for Cause,Agrees with dates,Involuntary,Involuntary,Yes
2436,Production Manager,M1723,WBL,Production,Field Operations,Driller,Full-Time,Part-Time,Zone B,MA,Male,Asian,55+,4,Under 1 year,0,0.293,Fully Meets,4,2022-12-30,2023-04-16,Left,Terminated for Cause,Agrees with dates,Voluntary,Voluntary,Yes
2437,Production Manager,M1991,NEL,Production,Shop (Fleet),Mechanic,Full-Time,Full-Time,Zone A,MA,Female,Other,45-54,3,2-3 years,2,2.404,Fully Meets,2,2020-06-04,2022-10-30,Left,Terminated for Cause,Agrees with dates,Voluntary,Voluntary,No
2438,Production Manager,M1992,PL,Production,Wireless,Operator,Contract,Full-Time,Zone A,MA,Female,Black,55+,4,1-2 years,1,1.399,Fully Meets,5,2022-03-13,,Employed,Active,Agrees with dates,,,No
2439,Production Manager,M1993,BPC,Production,Engineers,Engineer,Contract,Part-Time,Zone B,MA,Female,White,55+,4,1-2 years,1,1.958,Fully Meets,5,2021-08-21,,Employed,Active,Agrees with dates,,,No
2440,Production Manager,M1994,CCDR,Production,General - Con,Laborer,Contract,Temporary,Zone B,MA,Male,Other,55+,4,2-3 years,2,2.226,Fully Meets,1,2021-05-15,,Employed,Active,Agrees with dates,,,No
2441,President & CEO,M1995,SVG,Production,General - Sga,Recruiter,Contract,Part-Time,Zone B,MA,Male,Hispanic,45-54,3,2-3 years,2,2.062,Fully Meets,2,2021-07-14,,Employed,Active,Agrees with dates,,,No
2442,Director of Operations,M1996,SVG,Production,Executive,Vp,Contract,Full-Time,Zone C,MA,Female,Black,45-54,3,Under 1 year,0,0.389,Fully Meets,1,2023-01-31,2023-06-22,Left,Active,Contradicts dates,Resignation,Voluntary,Yes
2443,Data Analyst,M1997,EW,Production,Wireline Construction,Foreman,Part-Time,Full-Time,Zone B,MA,Female,White,45-54,3,3-5 years,3,3.025,Fully Meets,1,2020-07-27,,Employed,Active,Agrees with dates,,,No
2444,Data Analyst,M1998,MSC,IT/IS,Wireline Construction,Traffic,Part-Time,Part-Time,Zone C,MA,Female,Black,55+,4,Under 1 year,0,0.307,Fully Meets,4,2023-04-16,,Employed,Active,Agrees with dates,,,No
2445,Production Manager,M1999,MSC,Production,General - Con,Technician,Contract,Temporary,Zone B,MA,Female,Asian,45-54,3,3-5 years,3,3.6,Fully Meets,2,2019-12-30,,Employed,Active,Agrees with dates,,,No
2446,Production Manager,M2000,NEL,Production,Executive,Manager,Contract,Full-Time,Zone C,MA,Male,Black,55+,4,1-2 years,1,1.098,Fully Meets,5,2021-12-06,2023-01-11,Left,Active,Contradicts dates,Involuntary,Involuntary,No
2447,Production Manager,M2001,PL,Production,Engineers,Administrative,Full-Time,Full-Time,Zone A,MA,Female,White,25-34,1,2-3 years,2,2.089,Fully Meets,4,2020-02-02,2022-03-06,Left,Active,Contradicts dates,Voluntary,Voluntary,No
2448,Production Manager,M2002,PYZ,Production,General - Eng,Specialist,Full-Time,Part-Time,Zone C,MA,Female,Asian,25-34,1,Under 1 year,0,0.389,Fully Meets,4,2020-10-23,2021-03-14,Left,Voluntarily Terminated,Agrees with dates,Voluntary,Voluntary,Yes
2449,Production Manager,M2003,SVG,Production,Aerial,Lineman,Part-Time,Temporary,Zone B,MA,Female,Hispanic,35-44,2,1-2 years,1,1.196,Fully Meets,4,2020-04-29,2021-07-10,Left,Voluntarily Terminated,Agrees with dates,Retirement,Retirement,No
2450,Production Manager,M2004,TNS,Production,Aerial,Lineman,Full-Time,Part-Time,Zone A,MA,Male,Asian,25-34,1,Under 1 year,0,0.101,Fully Meets,1,2022-08-18,2022-09-24,Left,Active,Contradicts dates,Resignation,Voluntary,Yes
2451,Production Manager,M2005,WBL,Production,Splicing,Supervisor,Contract,Temporary,Zone A,MA,Male,Black,55+,4,2-3 years,2,2.908,Fully Meets,5,2020-09-08,,Employed,Active,Agrees with dates,,,No
2452,Production Manager,M2006,BPC,Production,Project Management - Con,Vp,Full-Time,Part-Time,Zone C,MA,Male,Asian,45-54,3,Under 1 year,0,0.81,Fully Meets,2,2022-10-14,,Employed,Active,Agrees with dates,,,No
2453,Production Manager,M2007,CCDR,Production,Underground,Laborer,Full-Time,Full-Time,Zone C,MA,Male,Other,25-34,1,Under 1 year,0,0.233,Fully Meets,1,2023-05-13,,Employed,Active,Agrees with dates,,,No
2454,Production Manager,M2008,EW,Production,Fielders,Engineer,Full-Time,Part-Time,Zone A,MA,Female,Asian,25-34,1,2-3 years,2,2.434,Fully Meets,5,2021-02-28,,Employed,Active,Agrees with dates,,,No
2455,Production Manager,M2009,MSC,Production,General - Con,Specialist,Full-Time,Full-Time,Zone B,MA,Female,Hispanic,25-34,1,3-5 years,3,3.425,Fully Meets,2,2020-03-03,,Employed,Active,Agrees with dates,,,No
2456,Production Manager,M2010,NEL,Production,Wireline Construction,Laborer,Full-Time,Full-Time,Zone A,MA,Male,Asian,45-54,3,1-2 years,1,1.684,Fully Meets,5,2021-11-29,,Employed,Active,Agrees with dates,,,No
2457,Production Manager,M2011,PL,Production,Field Operations,Groundman,Part-Time,Part-Time,Zone A,MA,Male,Hispanic,55+,4,3-5 years,3,4.95,Fully Meets,2,2018-08-24,,Employed,Active,Agrees with dates,,,No
2458,President & CEO,M2012,PYZ,Production,Shop (Fleet),Technician,Part-Time,Temporary,Zone B,MA,Male,Other,35-44,2,1-2 years,1,1.421,Fully Meets,2,2020-10-21,2022-03-24,Left,Active,Contradicts dates,Voluntary,Voluntary,No
2459,Director of Operations,M2013,SVG,Production,Field Operations,Laborer,Full-Time,Temporary,Zone A,RI,Female,Asian,25-34,1,Under 1 year,0,0.523,Fully Meets,4,2020-12-15,2021-06-24,Left,Active,Contradicts dates,Retirement,Retirement,Yes
2460,Data Analyst,M2014,EW,IT/IS,Finance & Accounting,Controller,Contract,Full-Time,Zone C,MA,Female,White,55+,4,3-5 years,3,4.394,Fully Meets,2,2018-09-05,2023-01-27,Left,Active,Contradicts dates,Retirement,Retirement,No
2461,Shared Services Manager,M2015,EW,Admin Offices,Splicing,Splicer,Part-Time,Full-Time,Zone A,MA,Male,Black,35-44,2,1-2 years,1,1.856,Fully Meets,5,2021-09-27,,Employed,Active,Agrees with dates,,,No
2462,Production Manager,M2016,NEL,Production,General - Con,Foreman,Part-Time,Full-Time,Zone C,MA,Female,White,55+,4,1-2 years,1,1.051,Fully Meets,2,2020-01-09,2021-01-27,Left,Active,Contradicts dates,Voluntary,Voluntary,No
2463,Production Manager,M2017,PL,Production,Fielders,Engineer,Part-Time,Part-Time,Zone A,MA,Female,Hispanic,35-44,2,3-5 years,3,4.665,Fully Meets,4,2018-12-06,,Employed,Active,Agrees with dates,,,No
2464,Production Manager,M2018,BPC,Production,Field Operations,Technician,Full-Time,Temporary,Zone B,MA,Male,White,55+,4,Under 1 year,0,0.986,Fully Meets,2,2022-08-11,,Employed,Active,Agrees with dates,,,No
2465,Production Manager,M2019,CCDR,Production,Field Operations,Laborer,Contract,Full-Time,Zone A,MA,Female,White,55+,4,1-2 years,1,1.202,Fully Meets,2,2020-04-13,2021-06-26,Left,Active,Contradicts dates,Retirement,Retirement,No
2466,Production Manager,M2020,SVG,Production,Fielders,Engineer,Contract,Full-Time,Zone A,MA,Female,White,55+,4,1-2 years,1,1.188,Fully Meets,2,2021-11-14,2023-01-22,Left,Voluntarily Terminated,Agrees with dates,Voluntary,Voluntary,No
